draw_date,draw_num,winning_numbers,mega_ball,mega_ball_mod2,multiplier,pick5_1,pick5_1_zscore,pick5_2,pick5_2_zscore,pick5_3,pick5_3_zscore,pick5_4,pick5_4_zscore,pick5_5,pick5_5_zscore,pick5_sum,pick5_sum_zscore,pick5_mod2_sum
2021-08-13,65,17 21 35 40 53,11,1,2,17,0.6737235279384135,21,-0.15128211645272277,35,0.04304145955512735,40,-0.5082102742115113,53,-0.5374901998585101,166,-0.16486423581439874,4
2021-08-10,64,29 45 50 59 62,12,0,2,29,2.051382401211582,45,1.8960775073625253,50,1.208227145664904,59,1.0031628890957665,62,0.3420392180917791,245,1.6341268478824593,3
2021-08-06,63,09 18 40 46 69,9,1,2,9,-0.24471572091036548,18,-0.4072020694296288,40,0.43143668825838627,46,-0.03093453843026567,69,1.0261176542753374,182,0.1994883887318004,2
2021-08-03,62,01 09 17 27 34,24,0,2,1,-1.1631549697591446,9,-1.1749619283603467,17,-1.3551813637766046,27,-1.5423077017375435,34,-2.394274526642454,88,-1.9410832804771194,4
2021-07-30,61,19 26 31 52 68,10,0,3,19,0.9033333401506083,26,0.27525113850878724,31,-0.2676747234074798,52,0.44634119735098,68,0.928392163391972,196,0.5182969352097246,2
2021-07-27,60,02 35 36 54 64,11,1,3,2,-1.0483500636530472,35,1.0430109974395052,36,0.12072050529577913,54,0.6054331092780618,64,0.5374901998585101,191,0.4044367400390374,1
2021-07-23,59,13 17 19 40 69,17,1,3,13,0.214503903514024,17,-0.4925087204219308,19,-1.199823272295301,40,-0.5082102742115113,69,1.0261176542753374,158,-0.3470405480874983,4
2021-07-20,58,10 26 30 52 57,10,0,2,10,-0.1299108148042681,26,0.27525113850878724,30,-0.34535376914813154,52,0.44634119735098,57,-0.1465882363250482,175,0.040084115492838274,1
2021-07-16,57,24 25 47 52 57,24,0,4,24,1.4773578706810953,25,0.18994448751648524,47,0.9751900084429487,52,0.44634119735098,57,-0.1465882363250482,205,0.7232452865169616,3
2021-07-13,56,03 10 17 26 55,24,0,2,3,-0.9335451575469498,10,-1.0896552773680448,17,-1.3551813637766046,26,-1.6218536577010845,55,-0.3420392180917791,111,-1.4173263826919582,3
2021-07-09,55,06 37 39 41 46,17,1,2,6,-0.5891304392286576,37,1.2136242994241093,39,0.35375764251773445,41,-0.42866431824797036,46,-1.2215686360420683,169,-0.0965481187119864,3
2021-07-06,54,18 47 63 68 69,14,0,3,18,0.7885284340445109,47,2.0666908093471292,63,2.2180547402933772,68,1.719076492767635,69,1.0261176542753374,265,2.0895676285652085,3
2021-07-02,53,08 31 32 34 45,19,1,2,8,-0.35952062701646287,31,0.7017843934702973,32,-0.18999567766682798,34,-0.9854860099927569,45,-1.3192941269254337,150,-0.5292168603605979,2
2021-06-29,52,07 38 50 52 69,21,1,3,7,-0.4743255331225602,38,1.2989309504164113,50,1.208227145664904,52,0.44634119735098,69,1.0261176542753374,216,0.9737377158924735,2
2021-06-25,51,17 20 42 45 65,12,0,4,17,0.6737235279384135,20,-0.23658876744502477,42,0.5867947797396899,45,-0.11048049439380661,65,0.6352156907418756,189,0.3588926619707625,3
2021-06-22,50,01 26 48 51 59,25,1,4,1,-1.1631549697591446,26,0.27525113850878724,48,1.0528690541836006,51,0.366795241387439,59,0.04886274544168273,185,0.2678045058342127,3
2021-06-18,49,14 36 44 46 53,18,0,2,14,0.3293088096201214,36,1.1283176484318074,44,0.7421528712209934,46,-0.03093453843026567,53,-0.5374901998585101,193,0.4499808181073123,1
2021-06-15,48,18 22 27 38 52,11,1,4,18,0.7885284340445109,22,-0.06597546546042075,27,-0.5783909063700868,38,-0.6673021861385932,52,-0.6352156907418756,157,-0.3698125871216357,1
2021-06-11,47,04 43 56 63 68,13,1,4,4,-0.8187402514408524,43,1.7254642053779212,56,1.6743014201088147,63,1.3213467129499303,68,0.928392163391972,234,1.3836344185069476,2
2021-06-08,46,09 22 39 41 54,19,1,3,9,-0.24471572091036548,22,-0.06597546546042075,39,0.35375764251773445,41,-0.42866431824797036,54,-0.4397647089751446,165,-0.18763627484853618,3
2021-06-04,45,04 30 34 41 64,8,0,3,4,-0.8187402514408524,30,0.6164777424779952,34,-0.034637586185524434,41,-0.42866431824797036,64,0.5374901998585101,173,-0.005459962575436619,1
2021-06-01,44,07 11 33 58 63,23,1,2,7,-0.4743255331225602,11,-1.0043486263757428,33,-0.1123166319261762,58,0.9236169331322256,63,0.4397647089751446,172,-0.028232001609574064,4
2021-05-28,43,10 14 20 47 70,15,1,2,10,-0.1299108148042681,14,-0.7484286733988368,20,-1.1221442265546493,47,0.04861141753327527,70,1.1238431451587028,161,-0.278724430985086,1
2021-05-25,42,14 21 31 34 54,11,1,3,14,0.3293088096201214,21,-0.15128211645272277,31,-0.2676747234074798,34,-0.9854860099927569,54,-0.4397647089751446,154,-0.4381287042240481,2
2021-05-21,41,06 09 17 18 48,8,0,3,6,-0.5891304392286576,9,-1.1749619283603467,17,-1.3551813637766046,18,-2.258221305409412,48,-1.0261176542753374,98,-1.713362890135745,2
2021-05-18,40,03 05 56 61 66,4,0,2,3,-0.9335451575469498,5,-1.5161885323295548,56,1.6743014201088147,61,1.1622548010228484,66,0.732941181625241,191,0.4044367400390374,3
2021-05-14,39,03 18 41 44 68,3,1,2,3,-0.9335451575469498,18,-0.4072020694296288,41,0.509115733999038,44,-0.19002645035734755,68,0.928392163391972,174,0.017312076458700826,2
2021-05-11,38,07 08 20 36 39,22,0,3,7,-0.4743255331225602,8,-1.2602685793526487,20,-1.1221442265546493,36,-0.8263940980656751,39,-1.9056470722256265,110,-1.4400984217260957,2
2021-05-07,37,05 10 19 21 50,10,0,4,5,-0.703935345334755,10,-1.0896552773680448,19,-1.199823272295301,21,-2.019583437518789,50,-0.8306666725086065,105,-1.553958616896783,3
2021-05-04,36,04 27 32 57 63,22,0,3,4,-0.8187402514408524,27,0.36055778950108924,32,-0.18999567766682798,57,0.8440709771686846,63,0.4397647089751446,183,0.22226042776593782,3
2021-04-30,35,08 19 26 48 49,5,1,3,8,-0.35952062701646287,19,-0.3218954184373268,26,-0.6560699521107387,48,0.12815737349681622,49,-0.928392163391972,150,-0.5292168603605979,2
2021-04-27,34,15 22 30 41 42,25,1,4,15,0.44411371572621877,22,-0.06597546546042075,30,-0.34535376914813154,41,-0.42866431824797036,42,-1.6124705995755302,150,-0.5292168603605979,2
2021-04-23,33,04 28 29 30 60,25,1,3,4,-0.8187402514408524,28,0.44586444049339125,29,-0.4230328148887833,30,-1.3036698338469208,60,0.1465882363250482,151,-0.5064448213264604,1
2021-04-20,32,06 23 43 49 52,5,1,3,6,-0.5891304392286576,23,0.019331185531881245,43,0.6644738254803416,49,0.20770332946035716,52,-0.6352156907418756,173,-0.005459962575436619,3
2021-04-16,31,17 27 28 50 55,25,1,4,17,0.6737235279384135,27,0.36055778950108924,28,-0.5007118606294351,50,0.2872492854238981,55,-0.3420392180917791,177,0.08562819356111316,3
2021-04-13,30,10 15 19 45 68,9,1,4,10,-0.1299108148042681,15,-0.6631220224065347,19,-1.199823272295301,45,-0.11048049439380661,68,0.928392163391972,157,-0.3698125871216357,3
2021-04-09,29,22 26 27 58 66,12,0,2,22,1.2477480584689005,26,0.27525113850878724,27,-0.5783909063700868,58,0.9236169331322256,66,0.732941181625241,199,0.586613052312137,1
2021-04-06,28,01 19 20 32 42,17,1,3,1,-1.1631549697591446,19,-0.3218954184373268,20,-1.1221442265546493,32,-1.1445779219198389,42,-1.6124705995755302,114,-1.349010265589546,2
2021-04-02,27,10 42 48 53 62,19,1,2,10,-0.1299108148042681,42,1.6401575543856193,48,1.0528690541836006,53,0.525887153314521,62,0.3420392180917791,215,0.9509656768583361,1
2021-03-30,26,11 37 47 53 56,15,1,3,11,-0.015105908698170729,37,1.2136242994241093,47,0.9751900084429487,53,0.525887153314521,56,-0.24431372720841366,204,0.7004732474828241,4
2021-03-26,25,04 25 37 46 67,15,1,3,4,-0.8187402514408524,25,0.18994448751648524,37,0.1983995510364309,46,-0.03093453843026567,67,0.8306666725086065,179,0.13117227162938805,3
2021-03-23,24,12 23 35 38 55,11,1,2,12,0.09969899740792665,23,0.019331185531881245,35,0.04304145955512735,38,-0.6673021861385932,55,-0.3420392180917791,163,-0.23318035291681108,3
2021-03-19,23,09 14 40 58 69,8,0,3,9,-0.24471572091036548,14,-0.7484286733988368,40,0.43143668825838627,58,0.9236169331322256,69,1.0261176542753374,190,0.38166470100489996,2
2021-03-16,22,10 41 46 52 69,8,0,2,10,-0.1299108148042681,41,1.5548509033933173,46,0.8975109627022969,52,0.44634119735098,69,1.0261176542753374,218,1.0192817939607484,2
2021-03-12,21,02 24 25 31 65,18,0,4,2,-1.0483500636530472,24,0.10463783652418325,25,-0.7337489978513905,31,-1.2241238778833798,65,0.6352156907418756,147,-0.5975329774630102,3
2021-03-09,20,04 33 46 58 65,13,1,2,4,-0.8187402514408524,33,0.8723976954549013,46,0.8975109627022969,58,0.9236169331322256,65,0.6352156907418756,206,0.7460173255510991,2
2021-03-05,19,10 11 17 27 54,20,0,2,10,-0.1299108148042681,11,-1.0043486263757428,17,-1.3551813637766046,27,-1.5423077017375435,54,-0.4397647089751446,119,-1.2351500704188587,3
2021-03-02,18,04 08 13 34 64,18,0,2,4,-0.8187402514408524,8,-1.2602685793526487,13,-1.6658975467392119,34,-0.9854860099927569,64,0.5374901998585101,123,-1.144061914282309,1
2021-02-26,17,11 15 37 62 64,5,1,2,11,-0.015105908698170729,15,-0.6631220224065347,37,0.1983995510364309,62,1.2418007569863894,64,0.5374901998585101,189,0.3588926619707625,3
2021-02-23,16,05 07 09 20 57,15,1,3,5,-0.703935345334755,7,-1.3455752303449509,9,-1.976613729701819,20,-2.0991293934823303,57,-0.1465882363250482,98,-1.713362890135745,4
2021-02-19,15,27 32 47 50 53,4,0,4,27,1.8217725889993872,32,0.7870910444625993,47,0.9751900084429487,50,0.2872492854238981,53,-0.5374901998585101,209,0.8143334426535114,3
2021-02-16,14,01 36 44 54 66,10,0,3,1,-1.1631549697591446,36,1.1283176484318074,44,0.7421528712209934,54,0.6054331092780618,66,0.732941181625241,201,0.6321571303804119,1
2021-02-12,13,05 14 24 25 27,14,0,3,5,-0.703935345334755,14,-0.7484286733988368,24,-0.8114280435920422,25,-1.7013996136646254,27,-3.078352962826012,95,-1.7816790072381574,3
2021-02-09,12,07 18 21 31 40,9,1,4,7,-0.4743255331225602,18,-0.4072020694296288,21,-1.0444651808139975,31,-1.2241238778833798,40,-1.807921581342261,117,-1.2806941484871335,3
2021-02-05,11,14 17 28 29 44,2,0,4,14,0.3293088096201214,17,-0.4925087204219308,28,-0.5007118606294351,29,-1.3832157898104616,44,-1.4170196178087993,132,-0.9391135629750719,2
2021-02-02,10,13 37 38 40 67,10,0,2,13,0.214503903514024,37,1.2136242994241093,38,0.2760785967770827,40,-0.5082102742115113,67,0.8306666725086065,195,0.49552489617558715,3
2021-01-29,9,04 44 58 59 70,3,1,3,4,-0.8187402514408524,44,1.8107708563702234,58,1.8296595115901182,59,1.0031628890957665,70,1.1238431451587028,235,1.406406457541085,1
2021-01-26,8,29 49 56 66 67,24,0,3,29,2.051382401211582,49,2.237304111331733,56,1.6743014201088147,66,1.559984580840553,67,0.8306666725086065,267,2.135111706633483,3
2021-01-22,7,04 26 42 50 60,24,0,2,4,-0.8187402514408524,26,0.27525113850878724,42,0.5867947797396899,50,0.2872492854238981,60,0.1465882363250482,182,0.1994883887318004,0
2021-01-19,6,10 19 26 28 50,16,0,2,10,-0.1299108148042681,19,-0.3218954184373268,26,-0.6560699521107387,28,-1.4627617457740025,50,-0.8306666725086065,133,-0.9163415239409344,1
2021-01-15,5,03 11 12 38 43,15,1,4,3,-0.9335451575469498,11,-1.0043486263757428,12,-1.7435765924798636,38,-0.6673021861385932,43,-1.5147451086921646,107,-1.508414538828508,3
2021-01-12,4,12 14 26 28 33,9,1,2,12,0.09969899740792665,14,-0.7484286733988368,26,-0.6560699521107387,28,-1.4627617457740025,33,-2.4920000175258195,113,-1.3717823046236832,1
2021-01-08,3,03 06 16 18 58,11,1,2,3,-0.9335451575469498,6,-1.4308818813372528,16,-1.4328604095172564,18,-2.258221305409412,58,-0.04886274544168273,101,-1.6450467730333327,1
2021-01-05,2,20 43 51 55 57,4,0,2,20,1.0181382462567057,43,1.7254642053779212,51,1.2859061914055558,55,0.6849790652416028,57,-0.1465882363250482,226,1.2014581062338479,4
2021-01-01,1,08 24 53 68 69,7,1,5,8,-0.35952062701646287,24,0.10463783652418325,53,1.4412642828868594,68,1.719076492767635,69,1.0261176542753374,222,1.110369950097298,2
2020-12-29,104,01 31 35 48 62,19,1,3,1,-1.1631549697591446,31,0.7017843934702973,35,0.04304145955512735,48,0.12815737349681622,62,0.3420392180917791,177,0.08562819356111316,3
2020-12-25,103,17 23 36 69 70,19,1,2,17,0.6737235279384135,23,0.019331185531881245,36,0.12072050529577913,69,1.798622448731176,70,1.1238431451587028,215,0.9509656768583361,3
2020-12-22,102,29 53 56 59 67,21,1,2,29,2.051382401211582,53,2.5785307153009414,56,1.6743014201088147,59,1.0031628890957665,67,0.8306666725086065,264,2.066795589531071,4
2020-12-18,101,07 15 25 51 60,5,1,3,7,-0.4743255331225602,15,-0.6631220224065347,25,-0.7337489978513905,51,0.366795241387439,60,0.1465882363250482,158,-0.3470405480874983,4
2020-12-15,100,01 10 18 20 46,15,1,2,1,-1.1631549697591446,10,-1.0896552773680448,18,-1.2775023180359528,20,-2.0991293934823303,46,-1.2215686360420683,95,-1.7816790072381574,1
2020-12-11,99,19 31 37 55 67,25,1,4,19,0.9033333401506083,31,0.7017843934702973,37,0.1983995510364309,55,0.6849790652416028,67,0.8306666725086065,209,0.8143334426535114,5
2020-12-08,98,15 19 33 39 68,25,1,3,15,0.44411371572621877,19,-0.3218954184373268,33,-0.1123166319261762,39,-0.5877562301750523,68,0.928392163391972,174,0.017312076458700826,4
2020-12-04,97,03 19 24 44 50,8,0,3,3,-0.9335451575469498,19,-0.3218954184373268,24,-0.8114280435920422,44,-0.19002645035734755,50,-0.8306666725086065,140,-0.7569372507019723,2
2020-12-01,96,07 33 53 61 65,14,0,2,7,-0.4743255331225602,33,0.8723976954549013,53,1.4412642828868594,61,1.1622548010228484,65,0.6352156907418756,219,1.0420538329948859,5
2020-11-27,95,04 10 27 35 58,10,0,2,4,-0.8187402514408524,10,-1.0896552773680448,27,-0.5783909063700868,35,-0.905940054029216,58,-0.04886274544168273,134,-0.893569484906797,2
2020-11-24,94,09 15 34 61 64,6,0,2,9,-0.24471572091036548,15,-0.6631220224065347,34,-0.034637586185524434,61,1.1622548010228484,64,0.5374901998585101,183,0.22226042776593782,3
2020-11-20,93,26 33 45 61 68,17,1,3,26,1.7069676828932898,33,0.8723976954549013,45,0.8198319169616451,61,1.1622548010228484,68,0.928392163391972,233,1.36086237947281,3
2020-11-17,92,08 13 35 46 68,16,0,3,8,-0.35952062701646287,13,-0.8337353243911387,35,0.04304145955512735,46,-0.03093453843026567,68,0.928392163391972,170,-0.07377607967784895,2
2020-11-13,91,06 07 14 28 59,7,1,2,6,-0.5891304392286576,7,-1.3455752303449509,14,-1.58821850099856,28,-1.4627617457740025,59,0.04886274544168273,114,-1.349010265589546,2
2020-11-10,90,23 45 53 58 62,13,1,5,23,1.3625529645749979,45,1.8960775073625253,53,1.4412642828868594,58,0.9236169331322256,62,0.3420392180917791,241,1.5430386917459096,3
2020-11-06,89,18 24 27 34 60,2,0,2,18,0.7885284340445109,24,0.10463783652418325,27,-0.5783909063700868,34,-0.9854860099927569,60,0.1465882363250482,163,-0.23318035291681108,1
2020-11-03,88,07 31 44 45 55,19,1,3,7,-0.4743255331225602,31,0.7017843934702973,44,0.7421528712209934,45,-0.11048049439380661,55,-0.3420392180917791,182,0.1994883887318004,4
2020-10-30,87,14 19 34 39 59,11,1,2,14,0.3293088096201214,19,-0.3218954184373268,34,-0.034637586185524434,39,-0.5877562301750523,59,0.04886274544168273,165,-0.18763627484853618,3
2020-10-27,86,06 13 34 46 62,1,1,3,6,-0.5891304392286576,13,-0.8337353243911387,34,-0.034637586185524434,46,-0.03093453843026567,62,0.3420392180917791,161,-0.278724430985086,1
2020-10-23,85,18 34 44 60 69,22,0,2,18,0.7885284340445109,34,0.9577043464472033,44,0.7421528712209934,60,1.0827088450593074,69,1.0261176542753374,225,1.1786860671997106,1
2020-10-20,84,46 54 57 58 66,10,0,3,46,4.003065805015237,54,2.6638373662932433,57,1.7519804658494664,58,0.9236169331322256,66,0.732941181625241,281,2.4539202531114075,1
2020-10-16,83,27 32 50 52 57,12,0,5,27,1.8217725889993872,32,0.7870910444625993,50,1.208227145664904,52,0.44634119735098,57,-0.1465882363250482,218,1.0192817939607484,2
2020-10-13,82,11 44 45 46 70,25,1,2,11,-0.015105908698170729,44,1.8107708563702234,45,0.8198319169616451,46,-0.03093453843026567,70,1.1238431451587028,216,0.9737377158924735,2
2020-10-09,81,05 11 25 27 64,13,1,2,5,-0.703935345334755,11,-1.0043486263757428,25,-0.7337489978513905,27,-1.5423077017375435,64,0.5374901998585101,132,-0.9391135629750719,4
2020-10-06,80,15 16 18 39 59,17,1,3,15,0.44411371572621877,16,-0.5778153714142328,18,-1.2775023180359528,39,-0.5877562301750523,59,0.04886274544168273,147,-0.5975329774630102,3
2020-10-02,79,09 38 47 49 68,25,1,2,9,-0.24471572091036548,38,1.2989309504164113,47,0.9751900084429487,49,0.20770332946035716,68,0.928392163391972,211,0.8598775207217862,3
2020-09-29,78,14 39 43 44 67,19,1,3,14,0.3293088096201214,39,1.3842376014087132,43,0.6644738254803416,44,-0.19002645035734755,67,0.8306666725086065,207,0.7687893645852365,3
2020-09-25,77,20 36 37 48 67,16,0,2,20,1.0181382462567057,36,1.1283176484318074,37,0.1983995510364309,48,0.12815737349681622,67,0.8306666725086065,208,0.791561403619374,2
2020-09-22,76,36 43 44 55 68,12,0,4,36,2.8550167439542635,43,1.7254642053779212,44,0.7421528712209934,55,0.6849790652416028,68,0.928392163391972,246,1.6568988869165968,2
2020-09-18,75,26 29 41 52 64,11,1,3,26,1.7069676828932898,29,0.5311710914856933,41,0.509115733999038,52,0.44634119735098,64,0.5374901998585101,212,0.8826495597559237,2
2020-09-15,74,25 28 38 59 62,22,0,4,25,1.5921627767871924,28,0.44586444049339125,38,0.2760785967770827,59,1.0031628890957665,62,0.3420392180917791,212,0.8826495597559237,2
2020-09-11,73,03 15 42 48 56,13,1,2,3,-0.9335451575469498,15,-0.6631220224065347,42,0.5867947797396899,48,0.12815737349681622,56,-0.24431372720841366,164,-0.21040831388267361,2
2020-09-08,72,07 10 15 31 57,21,1,2,7,-0.4743255331225602,10,-1.0896552773680448,15,-1.5105394552579083,31,-1.2241238778833798,57,-0.1465882363250482,120,-1.2123780313847212,4
2020-09-04,71,19 22 24 28 53,25,1,3,19,0.9033333401506083,22,-0.06597546546042075,24,-0.8114280435920422,28,-1.4627617457740025,53,-0.5374901998585101,146,-0.6203050164971476,2
2020-09-01,70,15 25 26 38 47,22,0,4,15,0.44411371572621877,25,0.18994448751648524,26,-0.6560699521107387,38,-0.6673021861385932,47,-1.1238431451587028,151,-0.5064448213264604,3
2020-08-28,69,03 09 50 53 64,1,1,3,3,-0.9335451575469498,9,-1.1749619283603467,50,1.208227145664904,53,0.525887153314521,64,0.5374901998585101,179,0.13117227162938805,3
2020-08-25,68,08 10 15 17 57,12,0,3,8,-0.35952062701646287,10,-1.0896552773680448,15,-1.5105394552579083,17,-2.337767261372953,57,-0.1465882363250482,107,-1.508414538828508,3
2020-08-21,67,11 15 31 42 63,14,0,2,11,-0.015105908698170729,15,-0.6631220224065347,31,-0.2676747234074798,42,-0.34911836228442944,63,0.4397647089751446,162,-0.2559523919509485,4
2020-08-18,66,04 18 26 27 58,23,1,4,4,-0.8187402514408524,18,-0.4072020694296288,26,-0.6560699521107387,27,-1.5423077017375435,58,-0.04886274544168273,133,-0.9163415239409344,1
2020-08-14,65,03 24 29 42 47,13,1,2,3,-0.9335451575469498,24,0.10463783652418325,29,-0.4230328148887833,42,-0.34911836228442944,47,-1.1238431451587028,145,-0.643077055531285,3
2020-08-11,64,08 22 29 43 56,9,1,4,8,-0.35952062701646287,22,-0.06597546546042075,29,-0.4230328148887833,43,-0.26957240632088847,56,-0.24431372720841366,158,-0.3470405480874983,2
2020-08-07,63,04 44 53 64 70,3,1,2,4,-0.8187402514408524,44,1.8107708563702234,53,1.4412642828868594,64,1.4008926689134713,70,1.1238431451587028,235,1.406406457541085,1
2020-08-04,62,02 22 30 42 62,20,0,3,2,-1.0483500636530472,22,-0.06597546546042075,30,-0.34535376914813154,42,-0.34911836228442944,62,0.3420392180917791,158,-0.3470405480874983,0
2020-07-31,61,12 35 46 48 69,23,1,2,12,0.09969899740792665,35,1.0430109974395052,46,0.8975109627022969,48,0.12815737349681622,69,1.0261176542753374,210,0.8371054816876489,2
2020-07-28,60,17 20 27 31 34,19,1,4,17,0.6737235279384135,20,-0.23658876744502477,27,-0.5783909063700868,31,-1.2241238778833798,34,-2.394274526642454,129,-1.0074296800774842,3
2020-07-24,59,08 33 39 54 58,17,1,3,8,-0.35952062701646287,33,0.8723976954549013,39,0.35375764251773445,54,0.6054331092780618,58,-0.04886274544168273,192,0.42720877907317484,2
2020-07-21,58,14 25 26 41 43,15,1,3,14,0.3293088096201214,25,0.18994448751648524,26,-0.6560699521107387,41,-0.42866431824797036,43,-1.5147451086921646,149,-0.5519888993947353,3
2020-07-17,57,12 13 21 46 57,21,1,3,12,0.09969899740792665,13,-0.8337353243911387,21,-1.0444651808139975,46,-0.03093453843026567,57,-0.1465882363250482,149,-0.5519888993947353,3
2020-07-14,56,06 26 55 56 64,22,0,4,6,-0.5891304392286576,26,0.27525113850878724,55,1.596622374368163,56,0.7645250212051438,64,0.5374901998585101,207,0.7687893645852365,1
2020-07-10,55,10 15 20 49 53,22,0,5,10,-0.1299108148042681,15,-0.6631220224065347,20,-1.1221442265546493,49,0.20770332946035716,53,-0.5374901998585101,147,-0.5975329774630102,3
2020-07-07,54,16 20 25 30 43,18,0,3,16,0.5589186218323161,20,-0.23658876744502477,25,-0.7337489978513905,30,-1.3036698338469208,43,-1.5147451086921646,134,-0.893569484906797,2
2020-07-03,53,20 40 44 45 50,24,0,2,20,1.0181382462567057,40,1.4695442524010154,44,0.7421528712209934,45,-0.11048049439380661,50,-0.8306666725086065,199,0.586613052312137,1
2020-06-30,52,09 16 29 37 53,11,1,2,9,-0.24471572091036548,16,-0.5778153714142328,29,-0.4230328148887833,37,-0.7468481421021341,53,-0.5374901998585101,144,-0.6658490945654225,4
2020-06-26,51,19 33 37 56 57,6,0,2,19,0.9033333401506083,33,0.8723976954549013,37,0.1983995510364309,56,0.7645250212051438,57,-0.1465882363250482,202,0.6549291694145493,4
2020-06-23,50,06 20 37 40 48,15,1,3,6,-0.5891304392286576,20,-0.23658876744502477,37,0.1983995510364309,40,-0.5082102742115113,48,-1.0261176542753374,151,-0.5064448213264604,1
2020-06-19,49,11 34 36 52 66,7,1,2,11,-0.015105908698170729,34,0.9577043464472033,36,0.12072050529577913,52,0.44634119735098,66,0.732941181625241,199,0.586613052312137,1
2020-06-16,48,21 23 33 35 42,6,0,3,21,1.132943152362803,23,0.019331185531881245,33,-0.1123166319261762,35,-0.905940054029216,42,-1.6124705995755302,154,-0.4381287042240481,4
2020-06-12,47,09 14 57 67 70,2,0,3,9,-0.24471572091036548,14,-0.7484286733988368,57,1.7519804658494664,67,1.639530536804094,70,1.1238431451587028,217,0.996509754926611,3
2020-06-09,46,01 05 09 10 23,22,0,2,1,-1.1631549697591446,5,-1.5161885323295548,9,-1.976613729701819,10,-2.8945889531177396,23,-3.469254926359474,48,-2.851964841842617,4
2020-06-05,45,32 35 37 47 55,22,0,3,32,2.395797119529874,35,1.0430109974395052,37,0.1983995510364309,47,0.04861141753327527,55,-0.3420392180917791,206,0.7460173255510991,4
2020-06-02,44,09 20 23 26 29,8,0,3,9,-0.24471572091036548,20,-0.23658876744502477,23,-0.889107089332694,26,-1.6218536577010845,29,-2.8829019810592813,107,-1.508414538828508,3
2020-05-29,43,10 13 32 41 51,3,1,2,10,-0.1299108148042681,13,-0.8337353243911387,32,-0.18999567766682798,41,-0.42866431824797036,51,-0.732941181625241,147,-0.5975329774630102,3
2020-05-26,42,34 52 58 59 62,4,0,3,34,2.6254069317420687,52,2.4932240643086394,58,1.8296595115901182,59,1.0031628890957665,62,0.3420392180917791,265,2.0895676285652085,1
2020-05-22,41,08 10 20 44 46,18,0,4,8,-0.35952062701646287,10,-1.0896552773680448,20,-1.1221442265546493,44,-0.19002645035734755,46,-1.2215686360420683,128,-1.0302017191116217,0
2020-05-19,40,08 19 25 36 66,9,1,2,8,-0.35952062701646287,19,-0.3218954184373268,25,-0.7337489978513905,36,-0.8263940980656751,66,0.732941181625241,154,-0.4381287042240481,2
2020-05-15,39,11 17 32 33 46,25,1,3,11,-0.015105908698170729,17,-0.4925087204219308,32,-0.18999567766682798,33,-1.065031965956298,46,-1.2215686360420683,139,-0.7797092897361098,3
2020-05-12,38,07 16 27 44 52,5,1,5,7,-0.4743255331225602,16,-0.5778153714142328,27,-0.5783909063700868,44,-0.19002645035734755,52,-0.6352156907418756,146,-0.6203050164971476,2
2020-05-08,37,05 20 22 61 70,4,0,2,5,-0.703935345334755,20,-0.23658876744502477,22,-0.9667861350733458,61,1.1622548010228484,70,1.1238431451587028,178,0.10840023259525061,2
2020-05-05,36,07 13 17 21 45,14,0,2,7,-0.4743255331225602,13,-0.8337353243911387,17,-1.3551813637766046,21,-2.019583437518789,45,-1.3192941269254337,103,-1.5995026949650577,5
2020-05-01,35,28 30 31 35 66,14,0,2,28,1.9365774951054846,30,0.6164777424779952,31,-0.2676747234074798,35,-0.905940054029216,66,0.732941181625241,190,0.38166470100489996,2
2020-04-28,34,13 19 53 54 63,17,1,3,13,0.214503903514024,19,-0.3218954184373268,53,1.4412642828868594,54,0.6054331092780618,63,0.4397647089751446,202,0.6549291694145493,4
2020-04-24,33,01 27 32 60 67,18,0,2,1,-1.1631549697591446,27,0.36055778950108924,32,-0.18999567766682798,60,1.0827088450593074,67,0.8306666725086065,187,0.3133485839024876,3
2020-04-21,32,13 15 24 67 70,17,1,2,13,0.214503903514024,15,-0.6631220224065347,24,-0.8114280435920422,67,1.639530536804094,70,1.1238431451587028,189,0.3588926619707625,3
2020-04-17,31,13 35 39 46 55,14,0,4,13,0.214503903514024,35,1.0430109974395052,39,0.35375764251773445,46,-0.03093453843026567,55,-0.3420392180917791,188,0.33612062293662504,4
2020-04-14,30,29 47 65 69 70,7,1,4,29,2.051382401211582,47,2.0666908093471292,65,2.3734128317746808,69,1.798622448731176,70,1.1238431451587028,280,2.43114821407727,4
2020-04-10,29,02 11 21 57 60,13,1,2,2,-1.0483500636530472,11,-1.0043486263757428,21,-1.0444651808139975,57,0.8440709771686846,60,0.1465882363250482,151,-0.5064448213264604,3
2020-04-07,28,25 33 43 51 68,20,0,2,25,1.5921627767871924,33,0.8723976954549013,43,0.6644738254803416,51,0.366795241387439,68,0.928392163391972,220,1.0648258720290233,4
2020-04-03,27,24 38 44 57 58,17,1,4,24,1.4773578706810953,38,1.2989309504164113,44,0.7421528712209934,57,0.8440709771686846,58,-0.04886274544168273,221,1.0875979110631608,1
2020-03-31,26,08 17 51 57 70,2,0,4,8,-0.35952062701646287,17,-0.4925087204219308,51,1.2859061914055558,57,0.8440709771686846,70,1.1238431451587028,203,0.6777012084486868,3
2020-03-27,25,03 25 28 50 60,1,1,4,3,-0.9335451575469498,25,0.18994448751648524,28,-0.5007118606294351,50,0.2872492854238981,60,0.1465882363250482,166,-0.16486423581439874,2
