draw_date,variable,value
10/04/2011,pick5_3,40
10/04/2011,pick5_4,45
10/04/2011,pick5_5,52
10/04/2011,winning_numbers,03 26 40 45 52
09/30/2011,mega_ball,29
09/30/2011,multiplier,4.0
09/30/2011,pick5_1,3
09/30/2011,pick5_2,19
09/30/2011,pick5_3,21
09/30/2011,pick5_4,44
09/30/2011,pick5_5,45
09/30/2011,winning_numbers,03 19 21 44 45
09/27/2011,mega_ball,37
09/27/2011,multiplier,4.0
09/27/2011,pick5_1,2
09/27/2011,pick5_2,20
09/27/2011,pick5_3,28
09/27/2011,pick5_4,36
09/27/2011,pick5_5,45
09/27/2011,winning_numbers,02 20 28 36 45
09/23/2011,mega_ball,36
09/23/2011,multiplier,4.0
09/23/2011,pick5_1,27
09/23/2011,pick5_2,31
09/23/2011,pick5_3,32
09/23/2011,pick5_4,40
09/23/2011,pick5_5,52
09/23/2011,winning_numbers,27 31 32 40 52
09/20/2011,mega_ball,39
09/20/2011,multiplier,4.0
09/20/2011,pick5_1,6
09/20/2011,pick5_2,29
09/20/2011,pick5_3,38
09/20/2011,pick5_4,50
09/20/2011,pick5_5,51
09/20/2011,winning_numbers,06 29 38 50 51
09/16/2011,mega_ball,24
09/16/2011,multiplier,4.0
09/16/2011,pick5_1,6
09/16/2011,pick5_2,23
09/16/2011,pick5_3,41
09/16/2011,pick5_4,45
09/16/2011,pick5_5,56
09/16/2011,winning_numbers,06 23 41 45 56
09/13/2011,mega_ball,45
09/13/2011,multiplier,4.0
09/13/2011,pick5_1,22
09/13/2011,pick5_2,31
09/13/2011,pick5_3,43
09/13/2011,pick5_4,48
09/13/2011,pick5_5,56
09/13/2011,winning_numbers,22 31 43 48 56
09/09/2011,mega_ball,45
09/09/2011,multiplier,4.0
09/09/2011,pick5_1,7
09/09/2011,pick5_2,12
09/09/2011,pick5_3,19
09/09/2011,pick5_4,23
09/09/2011,pick5_5,31
09/09/2011,winning_numbers,07 12 19 23 31
09/06/2011,mega_ball,19
09/06/2011,multiplier,4.0
09/06/2011,pick5_1,1
09/06/2011,pick5_2,36
09/06/2011,pick5_3,38
09/06/2011,pick5_4,42
09/06/2011,pick5_5,49
09/06/2011,winning_numbers,01 36 38 42 49
09/02/2011,mega_ball,20
09/02/2011,multiplier,3.0
09/02/2011,pick5_1,25
09/02/2011,pick5_2,44
09/02/2011,pick5_3,48
09/02/2011,pick5_4,49
09/02/2011,pick5_5,55
09/02/2011,winning_numbers,25 44 48 49 55
08/30/2011,mega_ball,18
08/30/2011,multiplier,4.0
08/30/2011,pick5_1,2
08/30/2011,pick5_2,22
08/30/2011,pick5_3,25
08/30/2011,pick5_4,28
08/30/2011,pick5_5,50
08/30/2011,winning_numbers,02 22 25 28 50
08/26/2011,mega_ball,36
08/26/2011,multiplier,3.0
08/26/2011,pick5_1,2
08/26/2011,pick5_2,3
08/26/2011,pick5_3,27
08/26/2011,pick5_4,30
08/26/2011,pick5_5,47
08/26/2011,winning_numbers,02 03 27 30 47
08/23/2011,mega_ball,23
08/23/2011,multiplier,3.0
08/23/2011,pick5_1,11
08/23/2011,pick5_2,21
08/23/2011,pick5_3,44
08/23/2011,pick5_4,48
08/23/2011,pick5_5,49
08/23/2011,winning_numbers,11 21 44 48 49
08/19/2011,mega_ball,22
08/19/2011,multiplier,2.0
08/19/2011,pick5_1,5
08/19/2011,pick5_2,15
08/19/2011,pick5_3,53
08/19/2011,pick5_4,54
08/19/2011,pick5_5,56
08/19/2011,winning_numbers,05 15 53 54 56
08/16/2011,mega_ball,44
08/16/2011,multiplier,4.0
08/16/2011,pick5_1,4
08/16/2011,pick5_2,38
08/16/2011,pick5_3,41
08/16/2011,pick5_4,42
08/16/2011,pick5_5,43
08/16/2011,winning_numbers,04 38 41 42 43
08/12/2011,mega_ball,13
08/12/2011,multiplier,4.0
08/12/2011,pick5_1,9
08/12/2011,pick5_2,43
08/12/2011,pick5_3,51
08/12/2011,pick5_4,54
08/12/2011,pick5_5,55
08/12/2011,winning_numbers,09 43 51 54 55
08/09/2011,mega_ball,15
08/09/2011,multiplier,4.0
08/09/2011,pick5_1,11
08/09/2011,pick5_2,19
08/09/2011,pick5_3,39
08/09/2011,pick5_4,45
08/09/2011,pick5_5,54
08/09/2011,winning_numbers,11 19 39 45 54
08/05/2011,mega_ball,19
08/05/2011,multiplier,3.0
08/05/2011,pick5_1,6
08/05/2011,pick5_2,24
08/05/2011,pick5_3,28
08/05/2011,pick5_4,33
08/05/2011,pick5_5,42
08/05/2011,winning_numbers,06 24 28 33 42
08/02/2011,mega_ball,28
08/02/2011,multiplier,4.0
08/02/2011,pick5_1,14
08/02/2011,pick5_2,17
08/02/2011,pick5_3,19
08/02/2011,pick5_4,20
08/02/2011,pick5_5,32
08/02/2011,winning_numbers,14 17 19 20 32
07/29/2011,mega_ball,35
07/29/2011,multiplier,4.0
07/29/2011,pick5_1,8
07/29/2011,pick5_2,10
07/29/2011,pick5_3,22
07/29/2011,pick5_4,47
07/29/2011,pick5_5,48
07/29/2011,winning_numbers,08 10 22 47 48
07/26/2011,mega_ball,10
07/26/2011,multiplier,3.0
07/26/2011,pick5_1,20
07/26/2011,pick5_2,25
07/26/2011,pick5_3,35
07/26/2011,pick5_4,52
07/26/2011,pick5_5,55
07/26/2011,winning_numbers,20 25 35 52 55
07/22/2011,mega_ball,38
07/22/2011,multiplier,4.0
07/22/2011,pick5_1,23
07/22/2011,pick5_2,31
07/22/2011,pick5_3,32
07/22/2011,pick5_4,39
07/22/2011,pick5_5,56
07/22/2011,winning_numbers,23 31 32 39 56
07/19/2011,mega_ball,40
07/19/2011,multiplier,4.0
07/19/2011,pick5_1,2
07/19/2011,pick5_2,9
07/19/2011,pick5_3,10
07/19/2011,pick5_4,16
07/19/2011,pick5_5,35
07/19/2011,winning_numbers,02 09 10 16 35
07/15/2011,mega_ball,6
07/15/2011,multiplier,3.0
07/15/2011,pick5_1,16
07/15/2011,pick5_2,29
07/15/2011,pick5_3,30
07/15/2011,pick5_4,46
07/15/2011,pick5_5,56
07/15/2011,winning_numbers,16 29 30 46 56
07/12/2011,mega_ball,9
07/12/2011,multiplier,4.0
07/12/2011,pick5_1,3
07/12/2011,pick5_2,9
07/12/2011,pick5_3,11
07/12/2011,pick5_4,44
07/12/2011,pick5_5,49
07/12/2011,winning_numbers,03 09 11 44 49
07/08/2011,mega_ball,45
07/08/2011,multiplier,3.0
07/08/2011,pick5_1,1
07/08/2011,pick5_2,2
07/08/2011,pick5_3,22
07/08/2011,pick5_4,37
07/08/2011,pick5_5,50
07/08/2011,winning_numbers,01 02 22 37 50
07/05/2011,mega_ball,19
07/05/2011,multiplier,2.0
07/05/2011,pick5_1,1
07/05/2011,pick5_2,10
07/05/2011,pick5_3,13
07/05/2011,pick5_4,18
07/05/2011,pick5_5,46
07/05/2011,winning_numbers,01 10 13 18 46
07/01/2011,mega_ball,26
07/01/2011,multiplier,4.0
07/01/2011,pick5_1,12
07/01/2011,pick5_2,17
07/01/2011,pick5_3,30
07/01/2011,pick5_4,35
07/01/2011,pick5_5,47
07/01/2011,winning_numbers,12 17 30 35 47
06/28/2011,mega_ball,33
06/28/2011,multiplier,4.0
06/28/2011,pick5_1,12
06/28/2011,pick5_2,17
06/28/2011,pick5_3,27
06/28/2011,pick5_4,47
06/28/2011,pick5_5,48
06/28/2011,winning_numbers,12 17 27 47 48
06/24/2011,mega_ball,4
06/24/2011,multiplier,3.0
06/24/2011,pick5_1,10
06/24/2011,pick5_2,14
06/24/2011,pick5_3,40
06/24/2011,pick5_4,49
06/24/2011,pick5_5,51
06/24/2011,winning_numbers,10 14 40 49 51
06/21/2011,mega_ball,17
06/21/2011,multiplier,3.0
06/21/2011,pick5_1,11
06/21/2011,pick5_2,24
06/21/2011,pick5_3,25
06/21/2011,pick5_4,31
06/21/2011,pick5_5,46
06/21/2011,winning_numbers,11 24 25 31 46
06/17/2011,mega_ball,24
06/17/2011,multiplier,4.0
06/17/2011,pick5_1,12
06/17/2011,pick5_2,29
06/17/2011,pick5_3,46
06/17/2011,pick5_4,47
06/17/2011,pick5_5,51
06/17/2011,winning_numbers,12 29 46 47 51
06/14/2011,mega_ball,24
06/14/2011,multiplier,4.0
06/14/2011,pick5_1,9
06/14/2011,pick5_2,10
06/14/2011,pick5_3,20
06/14/2011,pick5_4,51
06/14/2011,pick5_5,53
06/14/2011,winning_numbers,09 10 20 51 53
06/10/2011,mega_ball,7
06/10/2011,multiplier,3.0
06/10/2011,pick5_1,18
06/10/2011,pick5_2,21
06/10/2011,pick5_3,27
06/10/2011,pick5_4,37
06/10/2011,pick5_5,38
06/10/2011,winning_numbers,18 21 27 37 38
06/07/2011,mega_ball,13
06/07/2011,multiplier,4.0
06/07/2011,pick5_1,29
06/07/2011,pick5_2,32
06/07/2011,pick5_3,35
06/07/2011,pick5_4,47
06/07/2011,pick5_5,52
06/07/2011,winning_numbers,29 32 35 47 52
06/03/2011,mega_ball,31
06/03/2011,multiplier,3.0
06/03/2011,pick5_1,20
06/03/2011,pick5_2,23
06/03/2011,pick5_3,41
06/03/2011,pick5_4,49
06/03/2011,pick5_5,53
06/03/2011,winning_numbers,20 23 41 49 53
05/31/2011,mega_ball,13
05/31/2011,multiplier,3.0
05/31/2011,pick5_1,28
05/31/2011,pick5_2,30
05/31/2011,pick5_3,31
05/31/2011,pick5_4,37
05/31/2011,pick5_5,55
05/31/2011,winning_numbers,28 30 31 37 55
05/27/2011,mega_ball,10
05/27/2011,multiplier,4.0
05/27/2011,pick5_1,5
05/27/2011,pick5_2,7
05/27/2011,pick5_3,14
05/27/2011,pick5_4,28
05/27/2011,pick5_5,56
05/27/2011,winning_numbers,05 07 14 28 56
05/24/2011,mega_ball,42
05/24/2011,multiplier,3.0
05/24/2011,pick5_1,9
05/24/2011,pick5_2,12
05/24/2011,pick5_3,21
05/24/2011,pick5_4,42
05/24/2011,pick5_5,43
05/24/2011,winning_numbers,09 12 21 42 43
05/20/2011,mega_ball,30
05/20/2011,multiplier,4.0
05/20/2011,pick5_1,10
05/20/2011,pick5_2,17
05/20/2011,pick5_3,19
05/20/2011,pick5_4,45
05/20/2011,pick5_5,48
05/20/2011,winning_numbers,10 17 19 45 48
05/17/2011,mega_ball,45
05/17/2011,multiplier,4.0
05/17/2011,pick5_1,1
05/17/2011,pick5_2,2
05/17/2011,pick5_3,17
05/17/2011,pick5_4,25
05/17/2011,pick5_5,48
05/17/2011,winning_numbers,01 02 17 25 48
05/13/2011,mega_ball,9
05/13/2011,multiplier,4.0
05/13/2011,pick5_1,3
05/13/2011,pick5_2,33
05/13/2011,pick5_3,39
05/13/2011,pick5_4,47
05/13/2011,pick5_5,53
05/13/2011,winning_numbers,03 33 39 47 53
05/10/2011,mega_ball,34
05/10/2011,multiplier,4.0
05/10/2011,pick5_1,11
05/10/2011,pick5_2,16
05/10/2011,pick5_3,34
05/10/2011,pick5_4,40
05/10/2011,pick5_5,51
05/10/2011,winning_numbers,11 16 34 40 51
05/06/2011,mega_ball,9
05/06/2011,multiplier,3.0
05/06/2011,pick5_1,6
05/06/2011,pick5_2,18
05/06/2011,pick5_3,26
05/06/2011,pick5_4,37
05/06/2011,pick5_5,41
05/06/2011,winning_numbers,06 18 26 37 41
05/03/2011,mega_ball,16
05/03/2011,multiplier,2.0
05/03/2011,pick5_1,1
05/03/2011,pick5_2,16
05/03/2011,pick5_3,29
05/03/2011,pick5_4,36
05/03/2011,pick5_5,50
05/03/2011,winning_numbers,01 16 29 36 50
04/29/2011,mega_ball,29
04/29/2011,multiplier,4.0
04/29/2011,pick5_1,9
04/29/2011,pick5_2,10
04/29/2011,pick5_3,11
04/29/2011,pick5_4,33
04/29/2011,pick5_5,51
04/29/2011,winning_numbers,09 10 11 33 51
04/26/2011,mega_ball,15
04/26/2011,multiplier,3.0
04/26/2011,pick5_1,19
04/26/2011,pick5_2,29
04/26/2011,pick5_3,32
04/26/2011,pick5_4,38
04/26/2011,pick5_5,55
04/26/2011,winning_numbers,19 29 32 38 55
04/22/2011,mega_ball,17
04/22/2011,multiplier,3.0
04/22/2011,pick5_1,3
04/22/2011,pick5_2,18
04/22/2011,pick5_3,46
04/22/2011,pick5_4,51
04/22/2011,pick5_5,53
04/22/2011,winning_numbers,03 18 46 51 53
04/19/2011,mega_ball,43
04/19/2011,multiplier,4.0
04/19/2011,pick5_1,20
04/19/2011,pick5_2,24
04/19/2011,pick5_3,32
04/19/2011,pick5_4,45
04/19/2011,pick5_5,51
04/19/2011,winning_numbers,20 24 32 45 51
04/15/2011,mega_ball,29
04/15/2011,multiplier,3.0
04/15/2011,pick5_1,22
04/15/2011,pick5_2,23
04/15/2011,pick5_3,33
04/15/2011,pick5_4,39
04/15/2011,pick5_5,48
04/15/2011,winning_numbers,22 23 33 39 48
04/12/2011,mega_ball,15
04/12/2011,multiplier,2.0
04/12/2011,pick5_1,10
04/12/2011,pick5_2,23
04/12/2011,pick5_3,39
04/12/2011,pick5_4,41
04/12/2011,pick5_5,45
04/12/2011,winning_numbers,10 23 39 41 45
04/08/2011,mega_ball,11
04/08/2011,multiplier,3.0
04/08/2011,pick5_1,6
04/08/2011,pick5_2,40
04/08/2011,pick5_3,45
04/08/2011,pick5_4,50
04/08/2011,pick5_5,56
04/08/2011,winning_numbers,06 40 45 50 56
04/05/2011,mega_ball,9
04/05/2011,multiplier,2.0
04/05/2011,pick5_1,1
04/05/2011,pick5_2,19
04/05/2011,pick5_3,20
04/05/2011,pick5_4,31
04/05/2011,pick5_5,36
04/05/2011,winning_numbers,01 19 20 31 36
04/01/2011,mega_ball,19
04/01/2011,multiplier,3.0
04/01/2011,pick5_1,13
04/01/2011,pick5_2,14
04/01/2011,pick5_3,35
04/01/2011,pick5_4,36
04/01/2011,pick5_5,53
04/01/2011,winning_numbers,13 14 35 36 53
03/29/2011,mega_ball,43
03/29/2011,multiplier,4.0
03/29/2011,pick5_1,6
03/29/2011,pick5_2,15
03/29/2011,pick5_3,23
03/29/2011,pick5_4,34
03/29/2011,pick5_5,38
03/29/2011,winning_numbers,06 15 23 34 38
03/25/2011,mega_ball,4
03/25/2011,multiplier,4.0
03/25/2011,pick5_1,22
03/25/2011,pick5_2,24
03/25/2011,pick5_3,31
03/25/2011,pick5_4,52
03/25/2011,pick5_5,54
03/25/2011,winning_numbers,22 24 31 52 54
03/22/2011,mega_ball,43
03/22/2011,multiplier,4.0
03/22/2011,pick5_1,1
03/22/2011,pick5_2,14
03/22/2011,pick5_3,35
03/22/2011,pick5_4,50
03/22/2011,pick5_5,53
03/22/2011,winning_numbers,01 14 35 50 53
03/18/2011,mega_ball,37
03/18/2011,multiplier,4.0
03/18/2011,pick5_1,14
03/18/2011,pick5_2,33
03/18/2011,pick5_3,34
03/18/2011,pick5_4,54
03/18/2011,pick5_5,56
03/18/2011,winning_numbers,14 33 34 54 56
03/15/2011,mega_ball,45
03/15/2011,multiplier,4.0
03/15/2011,pick5_1,10
03/15/2011,pick5_2,11
03/15/2011,pick5_3,12
03/15/2011,pick5_4,28
03/15/2011,pick5_5,43
03/15/2011,winning_numbers,10 11 12 28 43
03/11/2011,mega_ball,6
03/11/2011,multiplier,2.0
03/11/2011,pick5_1,14
03/11/2011,pick5_2,19
03/11/2011,pick5_3,21
03/11/2011,pick5_4,42
03/11/2011,pick5_5,45
03/11/2011,winning_numbers,14 19 21 42 45
03/08/2011,mega_ball,24
03/08/2011,multiplier,4.0
03/08/2011,pick5_1,3
03/08/2011,pick5_2,17
03/08/2011,pick5_3,19
03/08/2011,pick5_4,41
03/08/2011,pick5_5,55
03/08/2011,winning_numbers,03 17 19 41 55
03/04/2011,mega_ball,7
03/04/2011,multiplier,4.0
03/04/2011,pick5_1,8
03/04/2011,pick5_2,10
03/04/2011,pick5_3,15
03/04/2011,pick5_4,23
03/04/2011,pick5_5,41
03/04/2011,winning_numbers,08 10 15 23 41
03/01/2011,mega_ball,25
03/01/2011,multiplier,3.0
03/01/2011,pick5_1,1
03/01/2011,pick5_2,12
03/01/2011,pick5_3,19
03/01/2011,pick5_4,20
03/01/2011,pick5_5,47
03/01/2011,winning_numbers,01 12 19 20 47
02/25/2011,mega_ball,7
02/25/2011,multiplier,4.0
02/25/2011,pick5_1,4
02/25/2011,pick5_2,5
02/25/2011,pick5_3,17
02/25/2011,pick5_4,19
02/25/2011,pick5_5,50
02/25/2011,winning_numbers,04 05 17 19 50
02/22/2011,mega_ball,31
02/22/2011,multiplier,4.0
02/22/2011,pick5_1,15
02/22/2011,pick5_2,22
02/22/2011,pick5_3,23
02/22/2011,pick5_4,48
02/22/2011,pick5_5,55
02/22/2011,winning_numbers,15 22 23 48 55
02/18/2011,mega_ball,42
02/18/2011,multiplier,3.0
02/18/2011,pick5_1,5
02/18/2011,pick5_2,6
02/18/2011,pick5_3,7
02/18/2011,pick5_4,30
02/18/2011,pick5_5,45
02/18/2011,winning_numbers,05 06 07 30 45
02/15/2011,mega_ball,18
02/15/2011,multiplier,4.0
02/15/2011,pick5_1,17
02/15/2011,pick5_2,18
02/15/2011,pick5_3,24
02/15/2011,pick5_4,35
02/15/2011,pick5_5,39
02/15/2011,winning_numbers,17 18 24 35 39
02/11/2011,mega_ball,13
02/11/2011,multiplier,2.0
02/11/2011,pick5_1,8
02/11/2011,pick5_2,9
02/11/2011,pick5_3,17
02/11/2011,pick5_4,32
02/11/2011,pick5_5,34
02/11/2011,winning_numbers,08 09 17 32 34
02/08/2011,mega_ball,18
02/08/2011,multiplier,2.0
02/08/2011,pick5_1,25
02/08/2011,pick5_2,35
02/08/2011,pick5_3,36
02/08/2011,pick5_4,47
02/08/2011,pick5_5,48
02/08/2011,winning_numbers,25 35 36 47 48
02/04/2011,mega_ball,6
02/04/2011,multiplier,4.0
02/04/2011,pick5_1,6
02/04/2011,pick5_2,20
02/04/2011,pick5_3,29
02/04/2011,pick5_4,48
02/04/2011,pick5_5,55
02/04/2011,winning_numbers,06 20 29 48 55
02/01/2011,mega_ball,31
02/01/2011,multiplier,4.0
02/01/2011,pick5_1,16
02/01/2011,pick5_2,22
02/01/2011,pick5_3,23
02/01/2011,pick5_4,26
02/01/2011,pick5_5,35
02/01/2011,winning_numbers,16 22 23 26 35
01/28/2011,mega_ball,18
01/28/2011,multiplier,4.0
01/28/2011,pick5_1,14
01/28/2011,pick5_2,33
01/28/2011,pick5_3,48
01/28/2011,pick5_4,49
01/28/2011,pick5_5,50
01/28/2011,winning_numbers,14 33 48 49 50
01/25/2011,mega_ball,4
01/25/2011,multiplier,4.0
01/25/2011,pick5_1,5
01/25/2011,pick5_2,8
01/25/2011,pick5_3,31
01/25/2011,pick5_4,46
01/25/2011,pick5_5,50
01/25/2011,winning_numbers,05 08 31 46 50
01/21/2011,mega_ball,20
01/21/2011,multiplier,4.0
01/21/2011,pick5_1,5
01/21/2011,pick5_2,9
01/21/2011,pick5_3,21
01/21/2011,pick5_4,35
01/21/2011,pick5_5,38
01/21/2011,winning_numbers,05 09 21 35 38
01/18/2011,mega_ball,5
01/18/2011,multiplier,4.0
01/18/2011,pick5_1,4
01/18/2011,pick5_2,27
01/18/2011,pick5_3,29
01/18/2011,pick5_4,38
01/18/2011,pick5_5,45
01/18/2011,winning_numbers,04 27 29 38 45
01/14/2011,mega_ball,8
01/14/2011,multiplier,
01/14/2011,pick5_1,2
01/14/2011,pick5_2,15
01/14/2011,pick5_3,17
01/14/2011,pick5_4,33
01/14/2011,pick5_5,35
01/14/2011,winning_numbers,02 15 17 33 35
01/11/2011,mega_ball,37
01/11/2011,multiplier,
01/11/2011,pick5_1,1
01/11/2011,pick5_2,4
01/11/2011,pick5_3,11
01/11/2011,pick5_4,16
01/11/2011,pick5_5,45
01/11/2011,winning_numbers,01 04 11 16 45
01/07/2011,mega_ball,20
01/07/2011,multiplier,
01/07/2011,pick5_1,4
01/07/2011,pick5_2,22
01/07/2011,pick5_3,42
01/07/2011,pick5_4,46
01/07/2011,pick5_5,53
01/07/2011,winning_numbers,04 22 42 46 53
01/04/2011,mega_ball,42
01/04/2011,multiplier,
01/04/2011,pick5_1,4
01/04/2011,pick5_2,8
01/04/2011,pick5_3,15
01/04/2011,pick5_4,25
01/04/2011,pick5_5,47
01/04/2011,winning_numbers,04 08 15 25 47
12/31/2010,mega_ball,9
12/31/2010,multiplier,
12/31/2010,pick5_1,10
12/31/2010,pick5_2,12
12/31/2010,pick5_3,13
12/31/2010,pick5_4,35
12/31/2010,pick5_5,56
12/31/2010,winning_numbers,10 12 13 35 56
12/28/2010,mega_ball,7
12/28/2010,multiplier,
12/28/2010,pick5_1,6
12/28/2010,pick5_2,18
12/28/2010,pick5_3,36
12/28/2010,pick5_4,40
12/28/2010,pick5_5,49
12/28/2010,winning_numbers,06 18 36 40 49
12/24/2010,mega_ball,16
12/24/2010,multiplier,
12/24/2010,pick5_1,15
12/24/2010,pick5_2,16
12/24/2010,pick5_3,27
12/24/2010,pick5_4,40
12/24/2010,pick5_5,52
12/24/2010,winning_numbers,15 16 27 40 52
12/21/2010,mega_ball,29
12/21/2010,multiplier,
12/21/2010,pick5_1,8
12/21/2010,pick5_2,11
12/21/2010,pick5_3,12
12/21/2010,pick5_4,31
12/21/2010,pick5_5,32
12/21/2010,winning_numbers,08 11 12 31 32
12/17/2010,mega_ball,12
12/17/2010,multiplier,
12/17/2010,pick5_1,11
12/17/2010,pick5_2,20
12/17/2010,pick5_3,26
12/17/2010,pick5_4,46
12/17/2010,pick5_5,53
12/17/2010,winning_numbers,11 20 26 46 53
12/14/2010,mega_ball,29
12/14/2010,multiplier,
12/14/2010,pick5_1,18
12/14/2010,pick5_2,22
12/14/2010,pick5_3,25
12/14/2010,pick5_4,31
12/14/2010,pick5_5,38
12/14/2010,winning_numbers,18 22 25 31 38
12/10/2010,mega_ball,36
12/10/2010,multiplier,
12/10/2010,pick5_1,23
12/10/2010,pick5_2,27
12/10/2010,pick5_3,33
12/10/2010,pick5_4,44
12/10/2010,pick5_5,46
12/10/2010,winning_numbers,23 27 33 44 46
12/07/2010,mega_ball,9
12/07/2010,multiplier,
12/07/2010,pick5_1,4
12/07/2010,pick5_2,38
12/07/2010,pick5_3,45
12/07/2010,pick5_4,53
12/07/2010,pick5_5,54
12/07/2010,winning_numbers,04 38 45 53 54
12/03/2010,mega_ball,12
12/03/2010,multiplier,
12/03/2010,pick5_1,6
12/03/2010,pick5_2,11
12/03/2010,pick5_3,12
12/03/2010,pick5_4,18
12/03/2010,pick5_5,56
12/03/2010,winning_numbers,06 11 12 18 56
11/30/2010,mega_ball,2
11/30/2010,multiplier,
11/30/2010,pick5_1,11
11/30/2010,pick5_2,16
11/30/2010,pick5_3,19
11/30/2010,pick5_4,47
11/30/2010,pick5_5,53
11/30/2010,winning_numbers,11 16 19 47 53
11/26/2010,mega_ball,8
11/26/2010,multiplier,
11/26/2010,pick5_1,5
11/26/2010,pick5_2,9
11/26/2010,pick5_3,34
11/26/2010,pick5_4,43
11/26/2010,pick5_5,47
11/26/2010,winning_numbers,05 09 34 43 47
11/23/2010,mega_ball,33
11/23/2010,multiplier,
11/23/2010,pick5_1,2
11/23/2010,pick5_2,6
11/23/2010,pick5_3,12
11/23/2010,pick5_4,34
11/23/2010,pick5_5,35
11/23/2010,winning_numbers,02 06 12 34 35
11/19/2010,mega_ball,35
11/19/2010,multiplier,
11/19/2010,pick5_1,7
11/19/2010,pick5_2,14
11/19/2010,pick5_3,31
11/19/2010,pick5_4,51
11/19/2010,pick5_5,54
11/19/2010,winning_numbers,07 14 31 51 54
11/16/2010,mega_ball,21
11/16/2010,multiplier,
11/16/2010,pick5_1,1
11/16/2010,pick5_2,26
11/16/2010,pick5_3,27
11/16/2010,pick5_4,39
11/16/2010,pick5_5,46
11/16/2010,winning_numbers,01 26 27 39 46
11/12/2010,mega_ball,10
11/12/2010,multiplier,
11/12/2010,pick5_1,9
11/12/2010,pick5_2,26
11/12/2010,pick5_3,28
11/12/2010,pick5_4,35
11/12/2010,pick5_5,38
11/12/2010,winning_numbers,09 26 28 35 38
11/09/2010,mega_ball,11
11/09/2010,multiplier,
11/09/2010,pick5_1,8
11/09/2010,pick5_2,26
11/09/2010,pick5_3,28
11/09/2010,pick5_4,33
11/09/2010,pick5_5,53
11/09/2010,winning_numbers,08 26 28 33 53
11/05/2010,mega_ball,15
11/05/2010,multiplier,
11/05/2010,pick5_1,19
11/05/2010,pick5_2,25
11/05/2010,pick5_3,34
11/05/2010,pick5_4,46
11/05/2010,pick5_5,53
11/05/2010,winning_numbers,19 25 34 46 53
11/02/2010,mega_ball,46
11/02/2010,multiplier,
11/02/2010,pick5_1,1
11/02/2010,pick5_2,3
11/02/2010,pick5_3,12
11/02/2010,pick5_4,16
11/02/2010,pick5_5,54
11/02/2010,winning_numbers,01 03 12 16 54
10/29/2010,mega_ball,14
10/29/2010,multiplier,
10/29/2010,pick5_1,4
10/29/2010,pick5_2,19
10/29/2010,pick5_3,26
10/29/2010,pick5_4,28
10/29/2010,pick5_5,39
10/29/2010,winning_numbers,04 19 26 28 39
10/26/2010,mega_ball,26
10/26/2010,multiplier,
10/26/2010,pick5_1,15
10/26/2010,pick5_2,21
10/26/2010,pick5_3,30
10/26/2010,pick5_4,31
10/26/2010,pick5_5,32
10/26/2010,winning_numbers,15 21 30 31 32
10/22/2010,mega_ball,18
10/22/2010,multiplier,
10/22/2010,pick5_1,2
10/22/2010,pick5_2,7
10/22/2010,pick5_3,18
10/22/2010,pick5_4,32
10/22/2010,pick5_5,53
10/22/2010,winning_numbers,02 07 18 32 53
10/19/2010,mega_ball,41
10/19/2010,multiplier,
10/19/2010,pick5_1,2
10/19/2010,pick5_2,9
10/19/2010,pick5_3,14
10/19/2010,pick5_4,37
10/19/2010,pick5_5,42
10/19/2010,winning_numbers,02 09 14 37 42
10/15/2010,mega_ball,10
10/15/2010,multiplier,
10/15/2010,pick5_1,9
10/15/2010,pick5_2,10
10/15/2010,pick5_3,13
10/15/2010,pick5_4,31
10/15/2010,pick5_5,50
10/15/2010,winning_numbers,09 10 13 31 50
10/12/2010,mega_ball,15
10/12/2010,multiplier,
10/12/2010,pick5_1,10
10/12/2010,pick5_2,31
10/12/2010,pick5_3,36
10/12/2010,pick5_4,37
10/12/2010,pick5_5,43
10/12/2010,winning_numbers,10 31 36 37 43
10/08/2010,mega_ball,19
10/08/2010,multiplier,
10/08/2010,pick5_1,24
10/08/2010,pick5_2,29
10/08/2010,pick5_3,37
10/08/2010,pick5_4,48
10/08/2010,pick5_5,50
10/08/2010,winning_numbers,24 29 37 48 50
10/05/2010,mega_ball,27
10/05/2010,multiplier,
10/05/2010,pick5_1,10
10/05/2010,pick5_2,19
10/05/2010,pick5_3,24
10/05/2010,pick5_4,37
10/05/2010,pick5_5,44
10/05/2010,winning_numbers,10 19 24 37 44
10/01/2010,mega_ball,43
10/01/2010,multiplier,
10/01/2010,pick5_1,3
10/01/2010,pick5_2,8
10/01/2010,pick5_3,21
10/01/2010,pick5_4,28
10/01/2010,pick5_5,52
10/01/2010,winning_numbers,03 08 21 28 52
09/28/2010,mega_ball,18
09/28/2010,multiplier,
09/28/2010,pick5_1,2
09/28/2010,pick5_2,10
09/28/2010,pick5_3,13
09/28/2010,pick5_4,36
09/28/2010,pick5_5,38
09/28/2010,winning_numbers,02 10 13 36 38
09/24/2010,mega_ball,25
09/24/2010,multiplier,
09/24/2010,pick5_1,2
09/24/2010,pick5_2,28
09/24/2010,pick5_3,38
09/24/2010,pick5_4,42
09/24/2010,pick5_5,55
09/24/2010,winning_numbers,02 28 38 42 55
09/21/2010,mega_ball,26
09/21/2010,multiplier,
09/21/2010,pick5_1,3
09/21/2010,pick5_2,20
09/21/2010,pick5_3,43
09/21/2010,pick5_4,47
09/21/2010,pick5_5,52
